uid,timestamp_Nudge,timestamp_Lever,timestamp_Ramp,timestamp_Pendulum,timestamp_Springboard,timestamp_Down Hill,timestamp_Lead the Ball,timestamp_Chocolate Factory,timestamp_Around the Tree,timestamp_Big Watermill,timestamp_Sunny Day,timestamp_Wavy,timestamp_On the Upswing,timestamp_Shark,timestamp_One at a time,timestamp_Scale,timestamp_Cloudy Day,timestamp_Crazy Seesaw,timestamp_Roller coaster,timestamp_Uphill Battle,timestamp_Little Mermaid,timestamp_Ultimate Pinball,timestamp_Yippie!,timestamp_Diving Board,timestamp_Stiff Curtains,timestamp_Diving Board World,timestamp_Need Fulcrum,timestamp_Timing is Everything,timestamp_Perfect Toss,timestamp_Up in the Air,timestamp_Spider Web,timestamp_Can Opener,TrophyLevel_Nudge,TrophyLevel_Lever,TrophyLevel_Ramp,TrophyLevel_Pendulum,TrophyLevel_Springboard,TrophyLevel_Down Hill,TrophyLevel_Lead the Ball,TrophyLevel_Chocolate Factory,TrophyLevel_Around the Tree,TrophyLevel_Big Watermill,TrophyLevel_Sunny Day,TrophyLevel_Wavy,TrophyLevel_On the Upswing,TrophyLevel_Shark,TrophyLevel_One at a time,TrophyLevel_Scale,TrophyLevel_Cloudy Day,TrophyLevel_Crazy Seesaw,TrophyLevel_Roller coaster,TrophyLevel_Uphill Battle,TrophyLevel_Little Mermaid,TrophyLevel_Ultimate Pinball,TrophyLevel_Yippie!,TrophyLevel_Diving Board,TrophyLevel_Stiff Curtains,TrophyLevel_Diving Board World,TrophyLevel_Need Fulcrum,TrophyLevel_Timing is Everything,TrophyLevel_Perfect Toss,TrophyLevel_Up in the Air,TrophyLevel_Spider Web,TrophyLevel_Can Opener,NumberAttempts_Nudge,NumberAttempts_Lever,NumberAttempts_Ramp,NumberAttempts_Pendulum,NumberAttempts_Springboard,NumberAttempts_Down Hill,NumberAttempts_Lead the Ball,NumberAttempts_Chocolate Factory,NumberAttempts_Around the Tree,NumberAttempts_Big Watermill,NumberAttempts_Sunny Day,NumberAttempts_Wavy,NumberAttempts_On the Upswing,NumberAttempts_Shark,NumberAttempts_One at a time,NumberAttempts_Scale,NumberAttempts_Cloudy Day,NumberAttempts_Crazy Seesaw,NumberAttempts_Roller coaster,NumberAttempts_Uphill Battle,NumberAttempts_Little Mermaid,NumberAttempts_Ultimate Pinball,NumberAttempts_Yippie!,NumberAttempts_Diving Board,NumberAttempts_Stiff Curtains,NumberAttempts_Diving Board World,NumberAttempts_Need Fulcrum,NumberAttempts_Timing is Everything,NumberAttempts_Perfect Toss,NumberAttempts_Up in the Air,NumberAttempts_Spider Web,NumberAttempts_Can Opener,quit,silver,gold
C1168,2022-11-29T12:08:27Z,2022-11-29T12:09:36Z,2022-11-29T12:10:34Z,2022-11-29T12:11:16Z,2022-11-29T12:12:46Z,2022-11-29T12:13:17Z,2022-11-29T12:13:45Z,2022-11-29T12:16:09Z,2022-12-01T11:55:54Z,2022-11-29T12:19:50Z,2022-11-29T12:23:01Z,2022-11-29T12:27:47Z,2022-11-29T12:29:37Z,2022-12-01T12:03:55Z,2022-12-01T12:04:29Z,2022-12-01T12:05:19Z,2022-11-29T12:30:55Z,2022-12-01T12:13:23Z,2022-12-02T12:00:37Z,2022-11-30T12:09:48Z,2022-11-30T11:59:18Z,2022-11-30T12:01:52Z,2022-11-30T12:00:26Z,2022-11-30T12:21:04Z,2022-12-01T12:20:57Z,2022-12-01T12:26:55Z,2022-12-01T12:28:32Z,2022-12-01T12:30:40Z,2022-12-02T11:57:43Z,2022-12-02T11:58:25Z,2022-11-30T12:09:26Z,2022-12-02T11:59:48Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,gold,gold,gold,gold,gold,gold,silver,silver,gold,silver,gold,gold,gold,silver,silver,silver,silver,quit,silver,silver,silver,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,15,16
C0268,2022-11-29T12:28:14Z,2022-11-29T12:28:56Z,2022-11-29T12:29:18Z,2022-11-29T12:29:53Z,2022-11-29T12:37:17Z,2022-11-29T12:38:08Z,2022-11-29T12:38:27Z,2022-11-29T12:41:22Z,2022-12-01T12:40:20Z,2022-11-29T13:01:08Z,2022-11-29T13:04:31Z,2022-11-30T12:30:32Z,2022-11-30T12:32:53Z,2022-12-01T12:41:50Z,2022-12-01T12:42:19Z,2022-12-01T12:43:05Z,2022-11-30T12:35:04Z,2022-12-01T12:43:33Z,2022-12-01T13:00:14Z,2022-11-30T12:47:46Z,2022-11-30T12:37:44Z,2022-11-30T12:45:36Z,2022-11-30T12:43:06Z,2022-11-30T12:49:20Z,2022-12-01T12:46:50Z,2022-12-01T12:47:29Z,2022-12-01T12:53:10Z,2022-12-01T12:54:28Z,2022-12-01T12:55:27Z,2022-12-01T12:59:38Z,2022-11-30T12:46:55Z,2022-12-02T12:40:34Z,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,gold,quit,gold,quit,gold,gold,quit,gold,quit,quit,quit,quit,gold,quit,quit,quit,quit,gold,gold,quit,gold,quit,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,14,5,13
C2888,2022-11-29T12:28:26Z,2022-11-29T12:29:17Z,2022-11-29T12:30:23Z,2022-11-29T12:34:41Z,2022-11-29T12:36:10Z,2022-11-29T12:36:40Z,2022-11-29T12:39:02Z,2022-11-29T12:46:08Z,2022-12-01T12:54:50Z,2022-11-29T12:50:26Z,2022-11-29T12:56:19Z,2022-11-29T13:02:22Z,2022-11-30T12:48:01Z,2022-12-01T12:55:09Z,2022-12-01T12:56:35Z,2022-12-01T12:56:59Z,2022-11-30T12:50:32Z,2022-12-01T12:58:30Z,2022-12-02T12:38:54Z,NA,2022-11-30T12:51:19Z,NA,2022-11-30T12:55:08Z,NA,2022-12-01T13:01:21Z,NA,2022-12-01T13:02:38Z,2022-12-01T13:03:18Z,2022-12-01T13:04:48Z,2022-12-01T13:06:02Z,NA,2022-12-02T12:35:52Z,silver,silver,silver,silver,silver,gold,gold,gold,quit,quit,quit,quit,quit,quit,gold,gold,silver,quit,quit,NA,quit,NA,quit,NA,quit,NA,quit,quit,gold,quit,NA,gold,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,NA,1,NA,1,NA,1,NA,1,1,1,1,NA,1,14,6,7
D2800,2022-11-29T12:28:42Z,2022-11-29T12:30:15Z,2022-11-29T12:30:48Z,2022-11-29T12:31:38Z,2022-11-29T12:32:48Z,2022-11-29T12:33:50Z,2022-11-29T12:34:07Z,2022-11-29T12:37:02Z,NA,2022-11-29T12:44:20Z,2022-11-29T12:50:37Z,2022-11-29T12:51:22Z,2022-11-29T12:55:09Z,2022-11-30T12:29:40Z,NA,NA,2022-11-29T12:56:12Z,NA,2022-11-30T12:50:05Z,2022-12-01T12:55:24Z,NA,2022-12-01T12:41:04Z,2022-12-01T12:37:05Z,NA,NA,2022-11-30T12:54:41Z,2022-11-30T12:50:33Z,2022-11-30T12:39:04Z,2022-11-30T12:41:17Z,2022-11-30T12:48:16Z,2022-12-01T12:41:18Z,2022-11-30T12:48:42Z,silver,silver,silver,silver,silver,gold,gold,silver,NA,gold,silver,silver,gold,quit,NA,NA,silver,NA,silver,silver,NA,silver,silver,NA,NA,quit,silver,gold,silver,silver,gold,silver,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,NA,1,2,NA,1,1,NA,NA,1,2,1,1,1,1,1,2,17,6
E1821,2022-11-29T12:28:45Z,2022-11-29T12:30:37Z,2022-11-29T12:31:18Z,2022-11-29T12:32:03Z,2022-11-29T12:35:25Z,2022-12-01T12:35:53Z,2022-11-29T12:41:06Z,2022-12-01T12:37:17Z,2022-11-29T12:56:39Z,2022-12-01T12:44:06Z,2022-12-01T12:55:31Z,2022-12-01T12:55:54Z,2022-12-01T12:57:34Z,NA,2022-11-29T12:58:04Z,2022-11-29T12:57:16Z,2022-12-01T13:06:24Z,2022-11-29T12:59:36Z,NA,NA,2022-12-02T12:28:46Z,2022-12-02T12:43:36Z,2022-12-02T12:42:09Z,NA,2022-11-29T13:04:18Z,2022-11-29T13:05:51Z,2022-11-30T12:49:25Z,2022-11-30T12:53:12Z,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,silver,quit,gold,silver,gold,gold,NA,silver,silver,gold,silver,NA,NA,quit,silver,silver,NA,gold,quit,silver,quit,NA,NA,NA,NA,1,3,2,1,2,1,1,1,1,3,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,4,13,7
C2631,2022-11-29T12:29:04Z,2022-11-29T12:29:55Z,2022-11-29T12:30:19Z,2022-11-29T12:31:31Z,2022-11-29T12:35:35Z,2022-11-29T12:36:03Z,2022-11-29T12:36:52Z,2022-11-29T12:39:41Z,2022-12-01T12:37:40Z,2022-11-29T12:40:59Z,2022-11-29T12:44:42Z,2022-11-29T12:54:02Z,2022-11-29T13:00:42Z,2022-12-01T12:43:44Z,2022-12-01T12:44:44Z,2022-12-01T12:45:28Z,2022-11-29T13:04:44Z,2022-12-01T12:46:23Z,NA,NA,NA,NA,NA,NA,2022-12-01T12:47:57Z,2022-12-01T12:59:41Z,2022-12-01T13:05:56Z,2022-12-02T12:46:24Z,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,gold,gold,silver,gold,gold,silver,gold,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,NA,NA,NA,NA,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,0,11,11
D0572,2022-11-29T12:29:10Z,2022-11-29T12:30:30Z,2022-11-29T12:31:26Z,2022-11-29T12:31:59Z,2022-11-29T12:36:13Z,2022-12-01T12:43:54Z,2022-11-29T12:36:32Z,2022-12-01T12:46:16Z,2022-11-29T12:39:17Z,2022-12-01T12:52:50Z,2022-12-01T12:59:55Z,2022-12-01T13:03:15Z,NA,2022-11-29T12:39:29Z,2022-11-29T12:47:07Z,2022-11-29T12:54:43Z,2022-12-01T13:04:44Z,2022-11-29T12:58:04Z,NA,2022-12-02T12:35:02Z,NA,2022-12-01T13:06:11Z,2022-12-01T13:05:16Z,2022-12-02T12:37:14Z,2022-11-29T12:58:11Z,2022-11-29T13:02:48Z,NA,NA,NA,NA,2022-12-02T12:32:42Z,NA,silver,silver,silver,silver,silver,gold,gold,gold,silver,quit,quit,gold,NA,gold,gold,gold,gold,silver,NA,quit,NA,quit,quit,quit,gold,silver,NA,NA,NA,NA,gold,NA,2,2,2,2,2,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,2,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,6,8,10
C0976,2022-11-29T12:30:16Z,2022-11-29T12:33:33Z,2022-11-29T12:34:58Z,2022-11-29T12:37:23Z,2022-11-29T12:38:04Z,2022-11-29T12:38:53Z,2022-11-29T12:40:06Z,2022-11-29T12:43:51Z,2022-12-01T12:31:28Z,2022-11-29T12:45:07Z,2022-11-29T12:53:23Z,2022-11-29T12:56:06Z,2022-11-29T13:01:14Z,2022-12-01T12:36:39Z,2022-12-01T12:38:01Z,2022-12-01T12:39:42Z,2022-11-29T13:04:08Z,2022-12-01T12:51:17Z,2022-12-02T12:52:07Z,NA,2022-11-30T12:29:16Z,2022-11-30T12:50:06Z,2022-11-30T12:47:32Z,NA,2022-12-01T13:02:22Z,NA,2022-12-02T12:31:21Z,2022-12-02T12:39:41Z,2022-12-02T12:49:26Z,NA,2022-11-30T13:04:45Z,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,silver,silver,gold,gold,quit,gold,quit,gold,silver,silver,NA,quit,gold,gold,NA,quit,NA,silver,quit,quit,NA,gold,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,1,NA,1,NA,6,10,11
C1225,2022-11-29T12:30:41Z,2022-11-29T12:32:01Z,2022-11-29T12:34:42Z,2022-11-29T12:38:44Z,2022-11-29T12:44:23Z,2022-11-29T12:45:46Z,2022-11-29T12:46:11Z,2022-11-29T12:50:55Z,2022-12-01T12:30:21Z,2022-11-29T12:53:11Z,2022-11-29T12:57:12Z,2022-11-29T13:02:52Z,2022-11-30T12:45:27Z,2022-12-02T12:34:03Z,2022-12-02T12:34:31Z,2022-12-02T12:37:41Z,NA,2022-12-02T12:39:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,silver,silver,silver,gold,silver,NA,silver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7
E1090,2022-11-29T12:31:27Z,2022-11-29T12:34:13Z,2022-11-29T12:34:59Z,2022-11-29T12:35:21Z,2022-11-29T12:42:11Z,2022-12-01T12:27:34Z,2022-11-29T12:42:35Z,2022-12-01T12:32:21Z,2022-11-29T12:44:37Z,2022-12-01T12:35:29Z,2022-12-01T12:37:45Z,2022-12-01T12:41:44Z,2022-12-01T12:46:32Z,2022-11-29T12:45:39Z,2022-11-29T12:46:03Z,2022-11-29T12:47:39Z,2022-12-01T12:52:43Z,2022-11-29T12:56:14Z,NA,NA,2022-12-01T12:58:11Z,2022-12-02T12:39:01Z,2022-12-02T12:37:03Z,NA,2022-11-29T12:59:47Z,NA,2022-11-30T12:29:19Z,2022-11-30T12:47:15Z,2022-11-30T12:52:06Z,NA,2022-12-02T12:49:40Z,NA,silver,silver,silver,silver,silver,gold,gold,quit,gold,quit,silver,gold,silver,gold,gold,silver,quit,silver,NA,NA,silver,quit,silver,NA,quit,NA,silver,gold,silver,NA,silver,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,2,1,NA,1,NA,5,14,7
C1180,2022-11-29T12:31:38Z,2022-11-29T12:32:55Z,2022-11-29T12:33:34Z,2022-11-29T12:36:49Z,2022-11-29T12:40:17Z,2022-11-29T12:40:52Z,2022-11-29T12:41:09Z,2022-11-29T12:44:26Z,2022-12-02T12:34:13Z,2022-11-29T12:44:53Z,2022-11-29T12:45:18Z,2022-11-29T12:51:52Z,2022-11-29T12:55:13Z,2022-12-02T12:37:27Z,2022-12-02T12:39:08Z,2022-12-02T12:40:15Z,2022-11-30T12:35:50Z,2022-12-02T12:42:03Z,2022-12-02T12:53:09Z,2022-11-30T12:41:32Z,2022-11-30T12:38:45Z,2022-11-30T13:04:58Z,NA,2022-11-30T12:48:10Z,NA,2022-12-02T12:43:45Z,2022-12-02T12:45:48Z,NA,2022-12-02T12:50:13Z,NA,2022-11-30T12:51:19Z,2022-12-02T12:50:43Z,silver,silver,silver,silver,silver,gold,gold,gold,quit,gold,silver,silver,gold,quit,gold,silver,quit,quit,quit,quit,quit,silver,NA,quit,NA,quit,quit,NA,quit,NA,quit,quit,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,NA,1,1,13,9,6
F1191,2022-11-29T12:32:08Z,2022-11-29T12:33:57Z,2022-11-29T12:34:30Z,2022-11-29T12:35:35Z,2022-11-29T12:37:52Z,2022-11-29T12:39:40Z,2022-11-29T12:40:25Z,2022-11-29T12:42:52Z,2022-12-01T12:30:52Z,2022-11-29T12:52:36Z,2022-11-29T12:54:40Z,NA,NA,2022-12-01T12:31:58Z,2022-12-01T12:32:46Z,2022-12-01T12:33:38Z,2022-11-30T12:48:21Z,2022-12-01T12:58:40Z,2022-12-01T12:41:12Z,2022-11-30T12:38:55Z,2022-11-30T12:45:54Z,2022-11-30T12:41:49Z,2022-11-30T12:43:09Z,2022-11-30T12:36:59Z,2022-12-01T12:56:39Z,2022-12-01T12:53:49Z,2022-12-01T12:34:39Z,2022-12-01T12:36:37Z,2022-12-01T12:38:13Z,NA,NA,2022-12-01T12:44:23Z,silver,silver,silver,silver,silver,gold,silver,silver,quit,quit,quit,NA,NA,quit,gold,quit,silver,gold,silver,silver,quit,quit,gold,quit,gold,quit,silver,quit,quit,NA,NA,quit,2,1,1,1,1,1,1,1,1,2,2,NA,NA,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,NA,NA,1,12,11,5
D1012,2022-11-29T12:32:10Z,2022-11-29T12:44:08Z,2022-11-29T12:44:45Z,2022-11-29T12:45:49Z,2022-11-29T12:46:35Z,2022-12-01T12:30:21Z,2022-11-29T12:47:20Z,2022-12-01T12:36:35Z,2022-11-29T12:49:34Z,2022-12-01T12:49:20Z,2022-12-01T12:52:23Z,2022-12-01T12:56:33Z,2022-12-01T12:57:25Z,2022-11-29T13:01:50Z,2022-11-29T13:02:57Z,2022-11-29T13:04:07Z,2022-12-01T13:06:21Z,2022-11-29T13:05:22Z,NA,2022-12-02T12:39:40Z,2022-12-01T13:06:52Z,2022-12-02T12:29:44Z,2022-12-01T13:07:34Z,2022-12-02T12:42:37Z,2022-11-30T12:32:14Z,2022-11-30T12:47:52Z,2022-11-30T12:48:54Z,2022-11-30T12:50:08Z,2022-11-30T13:02:44Z,2022-11-30T13:05:53Z,2022-12-02T12:32:28Z,NA,silver,silver,silver,silver,silver,silver,silver,gold,gold,quit,silver,silver,gold,silver,gold,gold,silver,gold,NA,silver,quit,silver,gold,silver,silver,silver,gold,silver,silver,silver,silver,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,20,8
C1843,2022-11-29T12:32:15Z,2022-11-29T12:34:01Z,2022-11-29T12:35:32Z,2022-11-29T12:36:37Z,2022-11-29T12:40:56Z,2022-11-29T12:41:24Z,2022-11-29T12:42:01Z,2022-11-30T12:32:26Z,2022-12-01T12:37:58Z,2022-11-29T12:49:24Z,2022-11-29T12:53:00Z,2022-11-29T12:55:37Z,2022-11-29T12:57:54Z,2022-12-01T12:43:11Z,2022-12-01T12:43:47Z,2022-12-01T12:46:23Z,2022-11-29T13:00:50Z,2022-12-01T12:47:49Z,2022-12-02T12:34:40Z,NA,NA,2022-11-29T13:04:44Z,2022-11-30T12:30:18Z,NA,2022-12-01T12:50:20Z,2022-12-01T12:51:36Z,2022-12-01T12:52:07Z,2022-12-01T12:55:17Z,2022-12-01T12:56:35Z,2022-12-01T13:00:28Z,NA,2022-12-01T13:00:58Z,silver,silver,silver,silver,silver,quit,gold,gold,gold,quit,gold,gold,quit,gold,gold,gold,quit,silver,silver,NA,NA,gold,silver,NA,silver,quit,gold,gold,gold,gold,NA,quit,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,NA,NA,1,1,NA,2,1,1,1,1,1,NA,1,6,9,13
A3058,2022-11-29T12:32:41Z,2022-11-29T12:37:12Z,2022-11-29T12:40:07Z,2022-11-29T12:44:57Z,2022-11-29T12:46:42Z,2022-11-29T12:49:00Z,2022-11-29T12:50:17Z,2022-11-29T12:54:47Z,NA,2022-11-29T12:56:51Z,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01T12:49:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,quit,silver,gold,gold,gold,NA,quit,NA,NA,NA,NA,NA,NA,NA,NA,quit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3
E0448,2022-11-29T12:32:52Z,2022-11-29T12:34:00Z,2022-11-29T12:34:48Z,2022-11-29T12:36:06Z,2022-11-29T12:39:58Z,2022-12-01T12:27:20Z,2022-11-29T12:42:26Z,2022-12-01T12:37:03Z,2022-11-29T12:43:22Z,2022-12-01T12:38:14Z,2022-12-01T12:39:33Z,2022-12-01T12:40:16Z,2022-12-01T12:40:49Z,2022-11-29T13:07:54Z,NA,2022-11-30T12:25:24Z,2022-12-01T12:45:23Z,2022-11-30T12:26:27Z,NA,2022-12-01T13:05:20Z,2022-12-01T12:50:39Z,2022-12-01T12:57:54Z,2022-12-01T12:53:57Z,2022-12-02T12:26:06Z,2022-11-30T12:32:18Z,2022-11-30T13:05:33Z,NA,NA,NA,NA,2022-12-01T13:02:49Z,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,silver,gold,gold,gold,silver,NA,gold,silver,silver,NA,silver,quit,gold,silver,silver,silver,quit,NA,NA,NA,NA,silver,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,3,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,2,14,9
F3069,2022-11-29T12:32:59Z,2022-11-29T12:36:43Z,2022-11-29T12:37:43Z,2022-11-29T12:38:19Z,2022-11-29T12:42:03Z,2022-11-29T12:42:25Z,2022-11-29T12:42:39Z,2022-11-29T12:44:05Z,2022-12-02T12:33:10Z,2022-11-29T12:50:13Z,2022-11-30T12:32:15Z,2022-11-30T12:34:33Z,2022-11-30T12:39:07Z,2022-12-02T12:42:06Z,2022-12-02T12:44:50Z,2022-12-02T12:51:40Z,2022-11-30T12:43:28Z,2022-12-02T12:53:04Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver,silver,silver,silver,silver,gold,gold,gold,gold,gold,gold,silver,silver,quit,gold,quit,silver,quit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,7
E0640,2022-11-29T12:33:13Z,2022-11-29T12:44:58Z,2022-11-29T12:45:43Z,2022-11-29T12:46:35Z,2022-11-29T12:50:01Z,2022-12-01T12:35:47Z,2022-11-29T12:50:54Z,2022-12-01T12:38:30Z,2022-11-29T12:51:38Z,2022-12-01T12:41:08Z,2022-12-01T12:53:05Z,2022-12-01T12:53:59Z,2022-12-01T12:54:30Z,2022-11-29T13:07:59Z,2022-11-29T13:08:43Z,2022-11-30T12:26:07Z,2022-12-01T12:54:54Z,2022-11-30T12:29:13Z,2022-11-30T12:44:38Z,NA,2022-12-01T13:00:57Z,2022-12-01T13:07:42Z,2022-12-01T13:03:00Z,2022-12-02T12:35:35Z,2022-11-30T12:34:19Z,2022-11-30T12:36:58Z,2022-11-30T12:51:45Z,NA,2022-11-30T12:51:16Z,NA,2022-12-02T12:46:16Z,2022-11-30T12:45:19Z,silver,quit,silver,silver,silver,gold,gold,gold,gold,gold,quit,gold,gold,quit,gold,silver,gold,quit,quit,NA,quit,quit,gold,silver,quit,quit,quit,NA,quit,NA,quit,quit,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,13,6,10
E0279,2022-11-29T12:43:46Z,2022-11-29T12:33:47Z,2022-11-29T12:34:05Z,2022-11-29T12:35:38Z,2022-11-29T12:37:17Z,2022-12-01T12:37:11Z,2022-11-29T12:37:53Z,2022-12-01T12:38:35Z,2022-11-29T12:39:48Z,2022-12-01T12:39:36Z,2022-12-01T12:40:30Z,2022-12-01T12:42:45Z,2022-12-01T12:45:10Z,2022-11-29T12:40:37Z,2022-11-29T13:00:42Z,2022-11-29T12:42:10Z,2022-12-01T12:41:44Z,2022-11-29T12:42:29Z,2022-11-29T12:49:33Z,2022-12-02T12:42:03Z,2022-12-01T12:45:33Z,2022-12-02T12:46:50Z,2022-12-01T12:57:59Z,2022-12-02T12:40:57Z,2022-11-29T12:59:32Z,2022-11-29T12:51:21Z,2022-11-29T12:49:07Z,2022-11-29T12:50:54Z,2022-11-29T12:59:03Z,2022-11-29T12:52:50Z,2022-12-02T12:40:12Z,2022-11-29T12:50:08Z,silver,silver,silver,silver,silver,gold,gold,silver,gold,quit,gold,quit,quit,quit,gold,silver,quit,quit,silver,quit,quit,quit,quit,quit,quit,quit,silver,quit,quit,quit,gold,quit,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,9,6
E1966,2022-11-29T12:33:48Z,2022-11-29T12:35:21Z,2022-11-29T12:36:28Z,2022-11-29T12:37:14Z,2022-11-29T12:41:58Z,2022-12-01T12:31:20Z,2022-11-29T12:42:24Z,2022-12-01T12:36:20Z,2022-11-29T12:43:20Z,2022-12-01T12:37:13Z,2022-12-01T12:39:25Z,2022-12-01T12:42:01Z,2022-12-02T12:29:04Z,2022-11-29T12:52:21Z,2022-11-29T12:53:01Z,2022-11-29T12:55:59Z,2022-12-01T13:03:47Z,2022-11-29T12:56:56Z,2022-11-29T13:03:35Z,2022-12-02T12:29:56Z,2022-12-01T13:01:42Z,2022-12-01T12:50:04Z,2022-12-01T12:53:49Z,2022-12-01T12:43:00Z,2022-11-30T12:36:14Z,2022-11-30T12:39:55Z,2022-11-30T12:29:53Z,2022-11-29T12:57:46Z,2022-11-29T12:58:59Z,NA,2022-12-01T12:42:32Z,2022-11-29T13:01:17Z,silver,silver,silver,silver,silver,silver,gold,gold,gold,gold,quit,silver,gold,quit,silver,silver,gold,quit,gold,gold,quit,quit,silver,quit,quit,quit,quit,quit,quit,NA,gold,quit,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,12,10,9
D1865,2022-11-29T12:34:05Z,2022-11-29T12:34:34Z,2022-11-29T12:35:12Z,2022-11-29T12:36:12Z,2022-11-29T12:37:54Z,2022-12-01T12:38:02Z,2022-11-29T12:39:07Z,2022-12-01T12:39:32Z,2022-11-29T12:41:21Z,2022-12-01T12:41:57Z,2022-12-01T13:05:44Z,2022-12-01T12:48:27Z,2022-12-01T12:50:18Z,2022-11-29T12:44:21Z,2022-11-29T12:45:27Z,2022-11-29T12:47:23Z,2022-12-01T12:51:01Z,2022-11-29T12:49:14Z,2022-11-29T13:01:28Z,2022-12-01T12:58:19Z,2022-12-01T12:53:04Z,2022-12-01T12:55:31Z,2022-12-01T12:53:38Z,2022-12-01T13:02:16Z,2022-11-29T12:50:52Z,2022-11-29T12:52:01Z,2022-11-29T12:52:45Z,2022-11-29T12:53:58Z,2022-11-29T12:55:22Z,2022-11-29T12:57:09Z,2022-12-01T12:56:07Z,2022-11-29T13:02:33Z,silver,silver,silver,silver,quit,gold,gold,gold,quit,quit,quit,silver,gold,quit,gold,silver,silver,quit,quit,quit,quit,quit,silver,silver,quit,quit,quit,quit,quit,quit,gold,quit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,17,9,6
