"","StudyID","ID1","ID2","Midtest","Posttest","Condition","CognitiveSupports","AffectiveECD","AffectivePOT","Progress","Duration (in seconds)","Finished","RecordedDate","Age","Sex","American Indian or Alaska Native","Asian","Black or African American","Hispanic","Native Hawaiian or Pacific Islander","White","Other (enter)","Prefer not to say","Other_TEXT","Gaming","Physics","A-NQ1","A-NQ2","A-NQ3","A-NQ4","A-NQ5","A-NQ6","A-NQ7","A-NQ8","A-NQ9","A-NQ10","A-NQ11","A-NQ12","A-NQ13","A-NQ14","A-FQ1","A-FQ2","A-FQ3","A-FQ4","A-FQ5","A-FQ6","A-FQ7","A-FQ8","A-FQ9","A-FQ10","A-FQ11","A-FQ12","A-FQ13","A-FQ14","SC0","Gender","Ethnicity","A-NQ1_scored","A-NQ2_scored","A-NQ3_scored","A-NQ4_scored","A-NQ5_scored","A-NQ6_scored","A-NQ7_scored","A-NQ8_scored","A-NQ9_scored","A-NQ10_scored","A-NQ11_scored","A-NQ12_scored","A-NQ13_scored","A-NQ14_scored","A-FQ1_scored","A-FQ2_scored","A-FQ3_scored","A-FQ4_scored","A-FQ5_scored","A-FQ6_scored","A-FQ7_scored","A-FQ8_scored","A-FQ9_scored","A-FQ10_scored","A-FQ11_scored","A-FQ12_scored","A-FQ13_scored","A-FQ14_scored","NearECT","FarECT","NearPOT","FarPOT","Near","Far","ECT","POT","PhysicsScore","Progress.ect","Duration (in seconds).ect","Finished.ect","RecordedDate.ect","IMI_1","IMI_2","IMI_3","IMI_4","IMI_5","IMI_6","IMI_7","IMI_8","IMI_9","IMI_10","IMI_11","IMI_12","IMI_13","IMI_14","IMI_15","IMI_16","IMI_17","IMI_18","A-NQ1.ect","A-NQ2.ect","A-NQ3.ect","A-NQ4.ect","A-NQ5.ect","A-NQ6.ect","A-NQ7.ect","A-NQ8.ect","A-NQ12.ect","A-NQ13.ect","A-NQ14.ect","A-FQ1.ect","A-FQ2.ect","A-FQ3.ect","A-FQ4.ect","A-FQ5.ect","A-FQ6.ect","A-FQ7.ect","A-FQ8.ect","Q90","Q74","PA1","PA2","PA3","PA4","PA5","PA6","PA7","SC0.ect","A-NQ1_scored.ect","A-NQ2_scored.ect","A-NQ3_scored.ect","A-NQ4_scored.ect","A-NQ5_scored.ect","A-NQ6_scored.ect","A-NQ7_scored.ect","A-NQ8_scored.ect","A-NQ12_scored.ect","A-NQ13_scored.ect","A-NQ14_scored.ect","A-FQ1_scored.ect","A-FQ2_scored.ect","A-FQ3_scored.ect","A-FQ4_scored.ect","A-FQ5_scored.ect","A-FQ6_scored.ect","A-FQ7_scored.ect","A-FQ8_scored.ect","NearECTpost","FarECTpost","ECTpost","IMI","IMI_Enj","IMI_Eng","IMI_PC","IMI_Effort","IMI_Frust","IMI_Value","PA","Progress.pot","Duration (in seconds).pot","Finished.pot","RecordedDate.pot","IMI_1.pot","IMI_2.pot","IMI_3.pot","IMI_4.pot","IMI_5.pot","IMI_6.pot","IMI_7.pot","IMI_8.pot","IMI_9.pot","IMI_10.pot","IMI_11.pot","IMI_12.pot","IMI_13.pot","IMI_14.pot","IMI_15.pot","IMI_16.pot","IMI_17.pot","IMI_18.pot","A-NQ9.pot","A-NQ10.pot","A-NQ11.pot","A-NQ12.pot","A-NQ13.pot","A-NQ14.pot","A-FQ9.pot","A-FQ10.pot","A-FQ11.pot","A-FQ12.pot","A-FQ13.pot","A-FQ14.pot","Q90.pot","Q74.pot","PA1.pot","PA2.pot","PA3.pot","PA4.pot","PA5.pot","PA6.pot","PA7.pot","SC0.pot","A-NQ9_scored.pot","A-NQ10_scored.pot","A-NQ11_scored.pot","A-NQ12_scored.pot","A-NQ13_scored.pot","A-NQ14_scored.pot","A-FQ9_scored.pot","A-FQ10_scored.pot","A-FQ11_scored.pot","A-FQ12_scored.pot","A-FQ13_scored.pot","A-FQ14_scored.pot","NearPOTpost","FarPOTpost","POTpost","IMI.pot","IMI_Enj.pot","IMI_Eng.pot","IMI_PC.pot","IMI_Effort.pot","IMI_Frust.pot","IMI_Value.pot","PA.pot"
"184","F3070","338fd1","338fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1042,1,2022-11-28 17:57:07,15,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","B","A","C","B","B","A","B","C","B","B","B","D","A","C","C","D","B","C","C","B","B","B","B","B","C","A",20,"Male","White",1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,7,4,4,4,11,8,11,8,19,100,427,1,2022-11-30 18:09:41,6,6,7,7,6,5,4,7,7,7,7,7,7,4,6,5,7,7,"A","B","B","A","C","A","B","A","A","A","B","A","C","C","B","B","C","A","B","F3070",4,1,1,1,0,0,0,2,15,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,7,6,13,112,12,20,23,28,15,14,5,100,461,1,2022-12-02 18:06:53,7,7,7,7,7,6,4,6,6,7,7,7,7,7,6,7,7,7,"B","C",NA,"B","B","B","B","B","B","B","C","A","F3070",4,1,1,1,0,0,0,3,8,1,1,0,1,0,1,1,1,0,1,1,0,4,1,5,119,14,21,22,28,20,14,6
"185","C3092","151cd1","151cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1588,1,2022-11-28 14:36:24,12,"Female",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","D","A","A","D","D","A","C","A","B","D","B","B","A","C","D","C","B","C","D","B","B","A","D","B","C","B",14,"Female","Mixed",1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,4,3,2,4,6,7,7,6,13,100,823,1,2022-11-30 14:43:08,3,5,3,4,4,4,3,3,4,6,6,3,4,3,4,3,3,4,"A","C","A","A","C","B","B","A","B","B","B","C","C","D","C","B","C","C","B","C3092",4,4,2,3,3,2,2,3,11,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,5,2,7,69,8,11,14,19,10,7,19,100,880,1,2022-12-02 14:39:18,5,5,5,5,4,4,4,5,3,6,5,5,6,2,4,4,5,5,"B","B","A","B","B","B","B","D","D","D","C","B","C3092",4,2,2,2,2,3,2,3,7,1,0,0,1,0,1,1,0,0,0,1,1,4,3,7,82,10,14,16,22,10,10,16
"186","C3104","176cd1","176cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1059,1,2022-11-28 13:30:51,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","A","B","C","C","A","B","A","A","A","B","C","B","B","A","C","B","D","B","D","A","B","B","B","A","C","C","B",19,"Male","White",1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,5,4,2,5,7,9,9,7,16,100,600,1,2022-11-30 13:46:01,4,6,4,2,4,6,4,7,7,6,4,1,6,2,6,4,5,4,"A","A","C","A","C","A","B","A","B","B","B","B","C","A","D","B","C","C","B","C3104",4,2,2,2,2,2,3,3,11,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,5,2,7,82,10,10,24,17,12,9,16,100,268,1,2022-12-02 13:57:17,5,4,4,4,4,6,4,5,6,5,6,3,5,5,6,4,4,4,"B","C",NA,"B","B","B","B","B","B","C","A","A","c3104",4,3,3,3,2,2,2,3,8,1,1,0,1,0,1,1,1,0,0,0,0,5,5,10,84,9,12,21,19,15,8,18
"187","C3115","180cd1","180cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,905,1,2022-11-28 13:25:38,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","C","A","C","D","B","A","B","A","D","B","B","B","A","C","A","C","B","B","A","B","C","B","A","A","B","B",19,"Male","White",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,6,5,3,3,9,8,11,6,17,100,530,1,2022-11-30 13:44:53,6,5,6,2,5,4,6,4,3,5,4,5,5,5,4,5,6,5,"A","B","B","A","D","A","B","A","B","A","B","A","D","C","C","B","B","A","B","C3115",4,1,2,2,0,1,1,3,14,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,6,6,12,85,11,13,17,19,14,11,10,100,241,1,2022-12-02 13:56:06,5,4,3,6,5,6,4,4,3,6,3,5,5,5,7,3,5,6,"B","A","A","B","A","B","B","A","C","C","B","B","C3115",4,3,3,3,2,2,2,3,6,1,0,0,1,1,1,1,0,0,0,0,1,2,2,4,85,9,14,17,19,15,11,18
"188","F3126","360fd1","360fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1554,1,2022-11-28 13:39:38,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","B","B","C","A","B","A","B","C","B","D","A","B","A","D","B","C","B","C","A","B","B","B","A","C","C","B",20,"Female","White",1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,6,4,5,5,11,9,10,10,20,100,866,1,2022-11-30 13:50:58,3,3,7,5,2,2,2,3,5,4,7,2,7,2,5,1,4,2,"A","D","B","A","C","A","B","A","B","B","D","B","C","B","C","B","C","B","B","F3126",5,NA,NA,NA,NA,NA,NA,NA,11,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,6,2,8,66,6,14,12,20,8,6,0,100,421,1,2022-12-02 13:58:57,5,6,7,6,4,4,3,3,NA,5,7,4,7,1,6,3,3,2,"B","C",NA,"B","B","D","B","B","D","C","C","B","F3126",5,NA,NA,NA,NA,NA,NA,NA,9,1,1,0,1,0,0,1,1,0,0,1,1,4,4,8,76,11,17,10,23,10,5,0
"189","D3137","248dd1","248dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1294,1,2022-11-28 13:36:39,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","D","C","D","C","A","C","A","C","B","A","B","B","D","A","C","B","D","B","C","B","B","D","C","D","C","D","A",10,"Male","White",1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,1,0,4,3,6,1,7,100,399,1,2022-12-02 13:58:51,5,6,7,7,5,6,4,4,3,6,2,6,5,4,3,2,3,4,"A","B","A","A","A","A","B","A","B","A","B","A","A","B","D","B","C","C","B",NA,4,4,5,4,0,4,3,4,10,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,5,3,8,82,11,19,17,19,9,7,24,100,663,1,2022-11-30 13:47:32,3,5,7,5,4,1,1,1,1,7,7,7,3,1,1,1,5,5,"B","A",NA,"B","A","D","A","C","A","C","C","A",NA,4,5,4,3,3,4,3,4,6,1,0,0,1,1,0,0,0,1,0,1,0,3,2,5,65,8,16,4,24,3,10,26
"190","C3148","200cd1","200cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,632,1,2022-11-28 13:25:47,12,"Male",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","A","A","C","B","B","A","B","B","B","C","D","B","A","C","A","D","B","C","A","C","B","B","A","C","C","A",18,"Male","Mixed",1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,6,3,3,4,9,7,9,7,16,100,672,1,2022-11-30 13:47:38,4,4,6,6,3,6,5,5,6,4,7,7,7,2,5,4,4,4,"B","A","B","A","B","B","B","A","A","B","C","D","C","C","B","B","C","A","B",NA,4,3,4,4,1,2,0,5,11,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,4,5,9,89,8,15,22,25,11,8,19,100,487,1,2022-12-02 13:59:22,6,6,7,7,6,6,5,6,7,6,7,6,7,4,4,4,5,5,"D","B",NA,"C","B","B","B","A","B","C","B","A","C3148",4,2,2,2,2,1,3,4,4,0,0,0,0,0,1,1,0,0,0,0,0,2,2,4,104,12,20,24,26,12,10,16
"191","F3182","339fd1","339fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1107,1,2022-11-28 14:31:25,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","B","B","A","C","B","A","D","B","B","A","B","A","C","A","C","B","C","B","B","A","C","A","A","A","C","C","D",15,"Female","White",1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,5,4,3,2,8,6,9,5,14,100,566,1,2022-11-30 14:39:32,7,7,7,7,7,6,2,7,5,6,7,6,7,4,4,4,7,7,"A","B","B","A","C","A","B","D","B","A","B","A","C","B","C","B","A","B","B","F3182",5,NA,NA,NA,NA,NA,NA,NA,12,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,6,3,9,107,14,21,20,26,12,14,0,100,659,1,2022-12-02 14:42:10,6,7,7,7,7,6,7,7,6,6,6,6,7,6,3,6,7,7,"B","B","A","B","B","B","B","B","A","A","C","B","F3182",5,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,1,0,1,1,1,1,0,1,1,3,3,6,114,13,21,26,25,15,14,0
"192","A3193","043ad1","043ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1955,1,2022-11-28 14:48:25,13,"Male",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Every day","No","A","B","A","B","A","D","B","A","B","D","B","B","D","A","C","C","C","C","B","D","B","B","B","B","D","C","C","A",15,"Male","Hispanic",1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,4,3,3,3,7,6,7,6,13,100,666,1,2022-11-30 14:40:44,5,6,7,6,5,2,1,1,5,5,6,6,6,2,4,4,5,5,"A","C","C","A","A","C","B","A","B","D","A","C","C","A","B","B","C","D","B","A3193",4,3,4,3,3,2,2,4,10,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,5,3,8,81,11,18,9,23,10,10,21,100,880,1,2022-12-02 14:48:13,6,4,4,7,5,4,3,4,4,1,6,4,6,1,1,4,4,6,"C","C",NA,"B","D","B","C","B","D","C","C","A","A3193",4,2,2,2,2,0,0,2,7,0,1,0,1,0,1,0,1,0,0,1,0,4,4,8,74,10,16,15,17,6,10,10
"193","E3205","303ed1","303ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,960,1,2022-11-28 15:22:38,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"italian","3-4 times a week","No","A","B","B","C","C","A","B","A","B","C","C","B","B","C","B","C","C","B","B","C","A","B","C","B","C","B","C","A",18,"Male","Mixed",1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,6,5,3,3,9,8,11,6,17,100,580,1,2022-12-02 15:35:36,7,7,6,7,6,5,6,7,5,4,7,5,7,4,6,5,5,7,"A","B","B","A","C","A","B","B","B","A","B","A","C","C","B","B","C","A","B","E3205",4,1,1,1,4,1,2,1,15,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,6,6,12,106,14,19,23,23,15,12,11,100,278,1,2022-11-30 15:33:31,7,7,5,2,7,7,6,6,5,6,5,5,6,4,5,4,5,6,"B","C",NA,"B","B","B","C","B","A","B","B","B",NA,5,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,1,0,1,0,1,1,1,0,1,4,3,7,98,14,14,24,22,13,11,0
"194","B3216","101bd1","101bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,446,1,2022-11-28 15:14:31,12,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","No","C","D","A","C","C","D","B","C","D","C","B","B","A","C","A","A","B","C","A","C","C","A","B","C","A","C","C","B",11,"Female","Black or African American",0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,4,4,6,5,3,8,11,100,153,1,2022-12-02 15:32:33,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,"B","C","D","B","C","C","B","D","D","B","D","C","D","B","B","B","D","B","A","B3216",4,4,4,4,1,1,1,4,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,5,114,14,15,28,28,15,14,19,100,308,1,2022-11-30 15:33:54,7,4,7,4,2,7,4,4,NA,4,7,7,2,1,1,6,7,7,"B","A",NA,"B","A","D","C","C","A","C","A","A","B3216",4,1,1,1,4,4,4,1,5,1,0,0,1,1,0,0,0,1,0,0,0,5,3,8,81,11,13,15,20,8,14,16
"195","B3227","079bd1","079bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,877,1,2022-11-28 15:21:17,13,"Male",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Every day","Yes","A","B","D","A","C","B","B","D","B","C","B","B","D","B","A","C","B","C","B","B","C","C","A","B","B","B","C","B",17,"Male","Black or African American",1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,5,3,5,4,10,7,8,9,17,100,514,1,2022-12-02 15:34:44,7,7,7,7,6,7,6,7,7,7,7,7,7,7,5,4,7,4,"A","B","A","D","B","B","C","B","B","A","B","A","C","B","A","B","B","A","B","B3227",4,1,2,4,2,3,0,5,10,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,2,5,7,116,14,20,27,28,16,11,17,100,182,1,2022-11-30 15:32:26,6,4,7,7,4,7,7,7,7,7,7,7,7,2,5,4,7,5,"B","D",NA,"B","D","C","B","A","B","B","C","C",NA,4,5,5,2,4,1,0,5,4,1,0,0,1,0,0,1,0,0,1,1,0,5,5,10,107,10,18,28,28,11,12,22
"196","B3249","108bd1","108bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,2133,1,2022-11-28 15:42:29,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","C","A","A","A","A","B","B","B","B","A","B","B","C","D","C","A","A","B","A","D","B","B","A","B","D","B","C","D",9,"Male","White",0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,2,3,3,5,5,4,6,10,100,610,1,2022-12-02 15:40:46,7,7,7,7,7,5,4,7,7,7,7,7,7,1,3,4,7,7,"A","A","C","C","D","B","B","A","B","B","B","D","C","B","C","B","D","C","B","B3249",4,4,4,3,0,4,3,5,9,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,3,2,5,108,14,21,23,28,8,14,23,68,911,0,2022-12-07 15:44:41,7,7,7,1,7,4,2,4,4,7,7,7,4,2,3,2,7,7,"B",NA,NA,"B","A","B","A","B","B","B","D","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,0,1,1,1,0,1,0,1,0,0,4,2,6,89,14,15,14,25,7,14,0
"197","C3261","196cd1","196cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1185,1,2022-11-28 15:27:38,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","B","A","A","C","B","B","A","B","C","D","B","B","B","A","C","C","D","B","C","A","B","B","B","C","B","C","B",21,"Male","White",1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,6,5,4,5,10,10,11,9,20,100,725,1,2022-11-30 15:41:31,6,7,5,7,6,7,5,7,6,7,6,5,6,2,5,3,7,6,"A","B","B","A","C","A","B","A","B","B","B","A","C","C","D","B","C","A","B","C3261",4,2,2,1,3,2,1,4,16,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,7,5,12,103,13,18,25,24,10,13,15,100,355,1,2022-12-02 15:37:15,7,7,7,7,6,5,4,5,6,5,6,6,6,4,5,4,7,7,"B","C",NA,"B","B","B","B","A","A","B","C","B",NA,4,1,2,2,2,1,2,3,10,1,1,0,1,0,1,1,0,1,1,1,1,3,4,7,104,14,20,20,23,13,14,13
"198","B3272","113bd1","113bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,1266,1,2022-11-28 15:27:32,12,"Female",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","B","B","A","C","C","B","A","C","C","B","B","A","B","C","D","C","C","B","C","A","B","B","A","C","C","B","A",18,"Female","Mixed",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,8,4,5,1,13,5,12,6,18,100,508,1,2022-12-02 15:38:37,2,3,4,3,2,1,3,2,3,4,6,4,6,1,1,1,2,2,"A","B","C","A","C","B","B","A","B","B","B","A","C","A","C","B","C","A","B",NA,4,4,3,3,3,2,2,4,14,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,6,4,10,50,5,9,9,20,3,4,21,100,524,1,2022-11-30 15:38:55,2,4,2,4,1,4,4,4,5,6,6,5,5,2,3,2,2,3,"B","C",NA,"B","A","B","B","A","A","C","C","A","B3272",4,2,2,3,3,2,1,4,9,1,1,0,1,1,1,1,0,1,0,1,0,4,2,6,64,6,7,17,22,7,5,17
"199","B3283","099bd1","099bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,782,1,2022-11-28 13:26:56,12,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","A","C","B","C","B","C","D","B","C","B","B","D","A","A","C","C","D","B","B","B","C","B","A","B","B","C","B",14,"Female","Black or African American",1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,2,4,4,4,6,8,6,8,14,100,304,1,2022-12-02 13:56:31,7,7,7,7,7,7,7,4,6,7,7,7,7,1,1,4,4,4,"C","B","B","A","C","C","B","B","B","D","B","B","C","B","C","C","D","D","B",NA,4,2,2,3,4,1,2,3,10,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,6,1,7,101,14,21,24,28,6,8,17,100,537,1,2022-11-30 13:45:09,7,7,7,7,7,4,4,4,4,7,7,7,7,1,4,4,4,4,"B","C",NA,"B","B","D","C","B","C","B","C","B","B3283",4,2,2,2,3,3,1,5,8,1,1,0,1,0,0,0,1,0,1,1,1,3,4,7,96,14,21,16,28,9,8,18
"200","A3294","002ad1","002ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,748,1,2022-11-28 13:26:43,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","B","A","A","A","B","A","A","C","B","B","B","B","A","C","C","C","B","B","A","B","C","B","B","C","C","B",22,"Male","White",1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,6,6,4,3,10,9,12,7,19,100,541,1,2022-11-30 13:45:27,5,7,7,6,7,4,2,4,4,6,7,6,6,2,5,2,5,6,"A","B","B","A","A","A","B","A","B","B","B","A","C","C","C","B","B","A","B","A3294",4,2,2,3,1,3,2,4,16,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,6,6,12,91,12,20,14,25,9,11,17,100,381,1,2022-12-02 13:57:57,6,7,4,7,7,5,6,5,1,6,7,7,7,2,3,4,7,7,"B","C",NA,"B","B","B","B","B","A","B","C","B","A3294",4,2,2,2,4,3,2,4,10,1,1,0,1,0,1,1,1,1,1,1,1,4,3,7,98,13,18,17,27,9,14,19
"201","D3317","227dd1","227dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,660,1,2022-11-28 13:24:13,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Part Hawaiian","Once a month or less","Yes","A","A","D","B","C","A","B","A","B","A","B","B","B","B","A","C","C","C","B","C","A","B","A","B","A","A","B","C",17,"Male","Mixed",1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,4,5,4,2,8,7,9,6,15,100,268,1,2022-12-02 13:55:44,5,5,5,7,7,5,6,6,2,7,6,7,7,3,6,3,5,7,"A","A","B","A","C","B","A","B","B","B","A","C","C","A","B","B","C","A","B","D3317",5,NA,NA,NA,NA,NA,NA,NA,11,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,4,4,8,99,10,19,19,27,12,12,0,100,420,1,2022-11-30 13:43:48,3,5,5,6,4,1,3,2,1,5,6,4,7,3,5,2,2,5,"B","D",NA,"B","B","B","B","B","B","A","C","A","D3317",4,1,2,2,4,4,0,5,8,1,0,0,1,0,1,1,1,0,0,1,0,5,5,10,69,8,15,7,22,10,7,18
"202","A3328","054ad1","054ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1277,1,2022-11-28 13:33:23,12,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","B","A","D","A","B","A","B","A","B","B","B","D","B","C","C","C","B","D","A","B","B","B","B","B","C","C",18,"Female","Mixed",1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,6,4,3,4,9,8,10,7,17,100,936,1,2022-11-30 13:52:05,7,6,6,7,6,5,3,5,6,6,6,5,6,3,2,4,5,6,"A","B","B","A","C","A","B","D","B","B","D","A","C","B","C","B","D","A","B","A3328",4,2,3,2,2,1,2,3,13,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,6,4,10,94,13,19,19,23,9,11,15,100,406,1,2022-12-02 13:58:19,6,6,2,6,6,7,5,6,6,6,7,6,6,3,3,4,5,4,"B","C",NA,"B","B","B","B","B","C","B","C","C","A3328",4,2,2,2,2,2,1,3,8,1,1,0,1,0,1,1,1,0,1,1,0,1,3,4,94,12,14,24,25,10,9,14
"203","A3339","025ad1","025ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,856,1,2022-11-28 13:29:39,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","D","C","A","A","B","A","B","B","D","B","B","B","B","C","A","D","B","A","A","B","A","B","A","B","C","B",16,"Male","White",1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,4,3,3,5,7,8,7,8,15,100,655,1,2022-11-30 13:46:43,6,7,7,7,6,4,3,5,6,5,5,5,6,4,4,7,7,6,"A","B","B","A","C","A","B","A","B","B","A","D","C","C","C","B","C","A","B","A3339",4,4,2,2,4,3,1,5,14,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,7,4,11,100,13,20,18,21,15,13,21,100,278,1,2022-12-02 13:56:00,2,2,3,2,2,1,2,3,6,3,3,2,3,2,2,1,3,5,"D","C",NA,"A","C","B","A","C","C","A","C","C","A3339",5,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,1,0,0,0,0,1,0,4,4,8,47,4,7,12,11,5,8,0
