StudyID,ID1,ID2,Midtest,Posttest,Condition,CognitiveSupports,AffectiveECD,AffectivePOT,Progress,Duration (in seconds),Finished,RecordedDate,Age,Sex,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Pacific Islander,White,Other (enter),Prefer not to say,Other_TEXT,Gaming,Physics,A-NQ1,A-NQ2,A-NQ3,A-NQ4,A-NQ5,A-NQ6,A-NQ7,A-NQ8,A-NQ9,A-NQ10,A-NQ11,A-NQ12,A-NQ13,A-NQ14,A-FQ1,A-FQ2,A-FQ3,A-FQ4,A-FQ5,A-FQ6,A-FQ7,A-FQ8,A-FQ9,A-FQ10,A-FQ11,A-FQ12,A-FQ13,A-FQ14,SC0,Gender,Ethnicity,A-NQ1_scored,A-NQ2_scored,A-NQ3_scored,A-NQ4_scored,A-NQ5_scored,A-NQ6_scored,A-NQ7_scored,A-NQ8_scored,A-NQ9_scored,A-NQ10_scored,A-NQ11_scored,A-NQ12_scored,A-NQ13_scored,A-NQ14_scored,A-FQ1_scored,A-FQ2_scored,A-FQ3_scored,A-FQ4_scored,A-FQ5_scored,A-FQ6_scored,A-FQ7_scored,A-FQ8_scored,A-FQ9_scored,A-FQ10_scored,A-FQ11_scored,A-FQ12_scored,A-FQ13_scored,A-FQ14_scored,NearECT,FarECT,NearPOT,FarPOT,Near,Far,ECT,POT,PhysicsScore,Progress.ect,Duration (in seconds).ect,Finished.ect,RecordedDate.ect,IMI_1,IMI_2,IMI_3,IMI_4,IMI_5,IMI_6,IMI_7,IMI_8,IMI_9,IMI_10,IMI_11,IMI_12,IMI_13,IMI_14,IMI_15,IMI_16,IMI_17,IMI_18,A-NQ1.ect,A-NQ2.ect,A-NQ3.ect,A-NQ4.ect,A-NQ5.ect,A-NQ6.ect,A-NQ7.ect,A-NQ8.ect,A-NQ12.ect,A-NQ13.ect,A-NQ14.ect,A-FQ1.ect,A-FQ2.ect,A-FQ3.ect,A-FQ4.ect,A-FQ5.ect,A-FQ6.ect,A-FQ7.ect,A-FQ8.ect,Q90,Q74,PA1,PA2,PA3,PA4,PA5,PA6,PA7,SC0.ect,A-NQ1_scored.ect,A-NQ2_scored.ect,A-NQ3_scored.ect,A-NQ4_scored.ect,A-NQ5_scored.ect,A-NQ6_scored.ect,A-NQ7_scored.ect,A-NQ8_scored.ect,A-NQ12_scored.ect,A-NQ13_scored.ect,A-NQ14_scored.ect,A-FQ1_scored.ect,A-FQ2_scored.ect,A-FQ3_scored.ect,A-FQ4_scored.ect,A-FQ5_scored.ect,A-FQ6_scored.ect,A-FQ7_scored.ect,A-FQ8_scored.ect,NearECTpost,FarECTpost,ECTpost,IMI,IMI_Enj,IMI_Eng,IMI_PC,IMI_Effort,IMI_Frust,IMI_Value,PA,Progress.pot,Duration (in seconds).pot,Finished.pot,RecordedDate.pot,IMI_1.pot,IMI_2.pot,IMI_3.pot,IMI_4.pot,IMI_5.pot,IMI_6.pot,IMI_7.pot,IMI_8.pot,IMI_9.pot,IMI_10.pot,IMI_11.pot,IMI_12.pot,IMI_13.pot,IMI_14.pot,IMI_15.pot,IMI_16.pot,IMI_17.pot,IMI_18.pot,A-NQ9.pot,A-NQ10.pot,A-NQ11.pot,A-NQ12.pot,A-NQ13.pot,A-NQ14.pot,A-FQ9.pot,A-FQ10.pot,A-FQ11.pot,A-FQ12.pot,A-FQ13.pot,A-FQ14.pot,Q90.pot,Q74.pot,PA1.pot,PA2.pot,PA3.pot,PA4.pot,PA5.pot,PA6.pot,PA7.pot,SC0.pot,A-NQ9_scored.pot,A-NQ10_scored.pot,A-NQ11_scored.pot,A-NQ12_scored.pot,A-NQ13_scored.pot,A-NQ14_scored.pot,A-FQ9_scored.pot,A-FQ10_scored.pot,A-FQ11_scored.pot,A-FQ12_scored.pot,A-FQ13_scored.pot,A-FQ14_scored.pot,NearPOTpost,FarPOTpost,POTpost,IMI.pot,IMI_Enj.pot,IMI_Eng.pot,IMI_PC.pot,IMI_Effort.pot,IMI_Frust.pot,IMI_Value.pot,PA.pot
A2057,022ad1,022ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,1566,1,2022-11-28T14:46:39Z,13,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,No difference,Both,Dropped from point C,The red box ,Attach a weight to the springboard ,B,B,C,Increase green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,B will be faster than A,Position 3,The blue cart,always constant,Increase the mass of weight B,The first dive bent the board less than the second dive, Both,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, less,16,Male,White,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,3,5,4,5,7,10,8,9,17,100,482,1,2022-11-30T14:38:33Z,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,Draw an object with a larger mass,The same as before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,always constant,Increase the mass of weight B,The first dive bent the board less than the second dive,A2057,4,1,1,1,4,0,0,5,13,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,6,3,9,125,14,21,28,28,20,14,12,100,463,1,2022-12-02T14:39:17Z,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,7,7,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, more,A2057,4,1,1,1,0,0,0,5,9,1,1,0,1,0,1,1,1,1,1,1,0,4,4,8,123,14,21,28,28,18,14,8
F2068,369fd1,369fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,1514,1,2022-11-28T14:35:48Z,12,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,More than before,Not enough information,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,Not enough information,C,Decrease green ball's mass,B,A,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,More information is needed to answer the question,Somewhere above Position 3,The blue cart,the least at C,More information is needed to answer the question,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Not enough information,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, more,17,Male,White,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,6,3,5,3,11,6,9,8,17,100,831,1,2022-11-30T14:43:16Z,7,7,7,7,6,6,5,6,7,7,7,7,7,6,7,7,5,6,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,The first dive bent the board less than the second dive,F2068,5,NA,NA,NA,NA,NA,NA,NA,16,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,7,5,12,117,14,20,24,28,20,11,0,100,607,1,2022-12-02T14:41:22Z,7,7,7,7,6,6,6,6,7,7,7,7,7,6,6,6,6,6,B,C,NA,B,A,Attach a heavy weight on point B, Both,Not enough information,Less than 1 m,Not enough information,By moving the object closer to the tree trunk, more,F2068,5,NA,NA,NA,NA,NA,NA,NA,7,1,1,0,1,1,1,0,0,1,0,1,0,4,4,8,117,14,20,25,28,18,12,0
A2079,030ad1,030ad2,ECT,POT,A,TRUE,FALSE,TRUE,100,2096,1,2022-11-28T14:49:05Z,14,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,No difference,A,Dropped from point A,The red box ,Attach a weight to the springboard and then release,All points will have the same effect on the ball,B,B,Make the blue stick longer,A,B,Attach a light weight on point A,The ball in picture A,A will be launched higher than B,B will be faster than A,Position 3,The blue cart,the least at B,Decrease the mass of the ball,The second dive bent the board less than the first dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object farther from the tree trunk,more information is needed,13,Male,Hispanic,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,4,4,1,4,5,8,8,5,13,100,826,1,2022-11-30T14:43:52Z,4,6,7,3,4,3,1,4,4,2,5,2,7,2,4,4,5,4,Draw an object with a larger mass,More than before,B,B,Dropped from point B,The blue box ,Attach a weight to the springboard and then release,B,A,A,Attach a heavy weight on point B,The ball in picture B,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,The blue cart,the least at C,Increase the mass of the ball,The second dive bent the board less than the first dive,A2079,4,3,2,2,4,0,2,1,10,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,4,4,8,71,10,14,12,16,10,9,14,100,574,1,2022-12-02T14:35:58Z,3,3,5,4,2,3,2,2,4,2,6,2,4,3,5,4,4,2,No difference,B,NA,Both will reach the same height,C,Attach a light weight on point A, Replace 4 kg with 8 kg and move it to point B,They both have an equal effect on the door’s movement, Greater than 1 m,B,By moving the object closer to the tree trunk, less,A2079,4,1,2,2,4,4,3,3,3,0,0,0,0,0,0,1,0,0,1,1,1,3,3,6,60,6,11,11,14,12,6,19
C2080,171cd1,171cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1200,1,2022-11-28T14:31:24Z,12,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Every day,Yes,None of the above would help,Less than before,No difference,Neither of them,Dropped from point C,The red box ,Attach a weight to the springboard and then release,All points will have the same effect on the ball,Not enough information,C,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere above Position 3,The blue cart,the least at C,Increase the mass of the ball,Both dives bent the board the same amount, Replace 4 kg with 8 kg and move it to point B,Not enough information, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,15,Male,Hispanic,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2,3,4,3,6,6,5,7,12,100,799,1,2022-11-30T14:42:51Z,3,6,6,7,4,4,4,5,3,7,7,7,7,1,1,1,4,4,None of the above would help,Not enough information,A,A,Dropped from point A,The red box ,Attach a weight to the springboard and then release,All points will have the same effect on the ball,B,B,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A and B will move at the same speed,Somewhere above Position 3,The blue cart,always constant,Increase the mass of weight B,The first dive bent the board less than the second dive,NA,4,3,3,4,2,3,4,1,8,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,3,5,81,9,17,16,28,3,8,20,100,514,1,2022-12-02T14:39:50Z,3,6,3,5,1,4,6,4,2,5,6,6,6,1,1,1,1,4,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Not enough information, Greater than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,NA,4,5,2,1,2,2,4,1,8,1,1,0,1,1,1,1,0,0,0,1,1,5,3,8,65,9,9,16,23,3,5,17
F2103,347fd1,347fd2,ECT,POT,F,FALSE,FALSE,FALSE,100,830,1,2022-11-28T17:53:31Z,13,Nonbinary,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,More than before,A,B,Dropped from point C,The red box ,Attach a weight to the springboard and then release,B,B,C,Make the blue stick longer,B,A,Attach a heavy weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Decrease the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,B,By moving the object closer to the tree trunk, more,16,Other,White,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,4,4,4,5,8,9,8,9,17,100,470,1,2022-11-30T18:07:10Z,5,5,4,6,4,3,2,4,3,5,6,5,5,2,3,4,2,3,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,B,B,B,Attach a heavy weight on point B,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Increase the mass of weight B,The first dive bent the board less than the second dive,F2103,5,NA,NA,NA,NA,NA,NA,NA,13,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,6,5,11,71,10,14,12,21,9,5,0,100,483,1,2022-12-02T18:07:22Z,6,6,6,6,6,5,4,4,3,5,6,6,5,2,2,2,5,5,B,C,NA,B,A,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, more,F2103,5,NA,NA,NA,NA,NA,NA,NA,7,1,1,0,1,1,1,1,1,0,1,1,0,3,3,6,84,12,18,16,22,6,10,0
B2114,070bd1,070bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,1252,1,2022-11-28T18:00:40Z,15,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,The same as before,Not enough information,Both,Dropped from point C,The blue box ,Increase the mass of the ball,B,No difference,B,Make the blue stick longer,A,C,Attach a light weight on point A,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Position 3,The blue cart,the least at B,Increase the mass of weight B,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Tom,More information is needed to answer the question,B,By making the object heavier, less,10,Female,Black or African American,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,2,5,0,3,2,8,7,3,10,100,493,1,2022-12-02T18:06:24Z,7,4,6,5,6,4,1,3,5,4,2,5,4,5,4,4,2,3,Draw an object with a larger mass,The same as before,B,Both,Dropped from point B,The blue box ,Attach a weight to the springboard and then release,B,Both will reach the same height,All would work,Attach a light weight on point B,The balls will move at the same speed,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Position 3,Both will have the same speed,the least at C,Increase the mass of weight B,The first dive bent the board less than the second dive,B2114,4,2,4,2,3,3,2,3,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,3,6,74,11,17,13,15,13,5,19,100,364,1,2022-11-30T18:08:40Z,4,3,4,5,2,4,1,4,7,5,4,3,7,7,3,2,2,3,B,A,NA,A,B,Attach a light weight on point B,Neither,They both have an equal effect on the door’s movement, Greater than 1 m,A,By moving the object closer to the tree trunk, less,B2114,4,2,2,2,2,3,1,2,4,1,0,0,0,0,0,0,0,0,0,1,1,5,1,6,70,7,11,16,19,12,5,14
B2125,106bd1,106bd2,POT,ECT,B,TRUE,TRUE,FALSE,100,708,1,2022-11-28T17:53:57Z,14,Male,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Every day,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,A ,C,Make the blue stick longer,B,B,Attach a light weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,Replace 4 kg with 8 kg and move it to point A,Tom, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,19,Male,White,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,7,5,2,2,9,7,12,4,16,100,376,1,2022-12-02T18:04:39Z,4,3,4,5,4,2,1,3,6,5,5,5,4,2,6,2,3,3,Draw an object with a larger mass,More than before,B,A,Dropped from point A,The red box ,Attach a weight to the springboard and then release,A,A,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Decrease the mass of the ball,The first dive bent the board less than the second dive,B2125,4,5,2,5,4,3,2,5,14,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,6,5,11,67,7,13,12,19,10,6,26,100,249,1,2022-12-01T17:39:40Z,5,NA,6,5,5,5,3,4,6,5,6,5,6,3,5,4,4,5,B,A,NA,B,A,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,Lynn, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,B2125,5,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,1,1,1,0,1,0,0,1,1,4,2,6,82,5,16,18,22,12,9,0
D2147,235dd1,235dd2,POT,ECT,D,TRUE,FALSE,TRUE,100,986,1,2022-11-29T15:20:39Z,13,Female,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Once a week,Yes,Draw an object with a larger mass,More than before,B,A,Dropped from point C,The red box ,Attach a weight to the springboard and then release,A,B,A,Make the blue stick longer,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere above Position 3,The blue cart,the least at B,Decrease the mass of the ball,We don’t know because she already jumped, Replace 4 kg with 8 kg and move it to point B,Lynn, Equal to 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,21,Female,White,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,7,4,3,4,10,8,11,7,18,100,878,1,2022-12-02T15:36:07Z,6,7,6,7,6,5,4,5,6,6,7,7,7,1,2,2,5,3,Draw an object with a larger mass,More than before,B,A,Dropped from point C,No difference,Attach a weight to the springboard and then release,A,B,B,Attach a heavy weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive,D2147,4,2,2,2,0,0,0,3,18,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,8,6,14,92,13,19,20,27,5,8,9,100,435,1,2022-11-30T15:40:29Z,6,6,7,7,5,4,4,5,5,7,7,7,7,4,5,4,5,4,B,C,NA,B,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,Both will have the same effect on the acrobat,By moving the object closer to the tree trunk, less,D2147,4,1,2,2,0,0,1,3,11,1,1,0,1,0,1,1,1,1,0,1,1,4,4,8,99,12,19,18,28,13,9,9
C2158,152cd1,152cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1029,1,2022-11-28T18:00:50Z,14,Male,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,No,Draw an object with a larger mass,More than before,No difference,Both,Dropped from point C,The blue box ,Attach a weight to the springboard and then release,B,B,C,Make the blue stick longer,B,B,Attach a light weight on point A,The ball in picture A,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at C,Decrease the mass of the ball,The first dive bent the board less than the second dive, Both,Lynn, Greater than 1 m,B,By moving the object closer to the tree trunk, less,15,Male,Hispanic,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,4,5,3,4,7,9,9,7,16,100,313,1,2022-11-30T18:08:41Z,NA,1,4,4,4,2,3,5,4,2,4,3,4,5,2,4,4,3,Draw an object with a smaller mass,More than before,A,Both,Dropped from point A,The blue box ,Attach a weight to the springboard and then release,B,B,C,Attach a light weight on point A,More information is needed to answer the question,A will be launched higher than B,A and B will move at the same speed,Position 3,Both will have the same speed,the least at B,Increase the mass of the ball,We don’t know because she already jumped,NA,4,4,4,3,1,0,NA,5,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,2,3,5,58,1,12,14,13,11,7,17,100,339,1,2022-12-02T18:05:42Z,6,2,3,4,7,5,3,5,4,6,5,2,4,4,6,3,6,2,B,C,NA,Both will reach the same height,B,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,They both have an equal effect on the door’s movement, Greater than 1 m,B,By moving the object closer to the tree trunk, less,C2158,5,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,0,0,1,1,0,0,1,1,1,2,2,4,77,8,14,17,17,13,8,0
E2170,310ed1,310ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,1050,1,2022-11-28T17:58:17Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a larger mass,The same as before,Not enough information,A,Dropped from point A,The blue box ,Attach a weight to the springboard and then release,A,B,C,Increase green ball's mass,B,All would work,Attach a light weight on point A,The ball in picture B,B will be launched higher than A,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn, Greater than 1 m,B,Moving the object won't make a difference,more information is needed,13,Male,Black or African American,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,4,5,3,3,7,8,9,6,15,100,514,1,2022-12-02T18:08:06Z,6,7,6,6,6,5,6,5,4,7,7,7,6,1,1,1,7,6,Draw an object with a larger mass,More than before,B,A,Dropped from point B,The blue box ,Attach a weight to the springboard ,All points will have the same effect on the ball,B,B,Attach a light weight on point B,The ball in picture A,A and B will be launched the same height because both masses start at the same height,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Decrease the mass of the ball,The first dive bent the board less than the second dive,E2170,5,NA,NA,NA,NA,NA,NA,NA,12,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,4,5,9,94,13,18,20,27,3,13,0,100,372,1,2022-11-30T18:08:57Z,6,6,6,7,7,4,6,4,4,7,7,7,5,2,1,1,6,5,B,C,Increase green ball's mass,B,A,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,Lynn,Less than 1 m,B,Moving the object won't make a difference,  the same,E2170,5,NA,NA,NA,NA,NA,NA,NA,6,1,1,0,1,1,1,0,1,1,1,0,0,4,5,9,91,12,20,18,26,4,11,0
C2192,198cd1,198cd2,ECT,POT,C,TRUE,TRUE,FALSE,100,1199,1,2022-11-28T18:00:59Z,13,Male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-4 times a week,Yes,Draw an object with a smaller mass,The same as before,A,A,Dropped from point A,The red box ,Increase the mass of the ball,B,B,B,Decrease green ball's mass,B,B,Attach a heavy weight on point B,The ball in picture B,A will be launched higher than B,A will be faster than B,Somewhere between Position 2 and Position 3,The blue cart,the least at B,Increase the mass of the ball,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,They both have an equal effect on the door’s movement, Greater than 1 m,Both will have the same effect on the acrobat,By moving the object farther from the tree trunk, less,14,Male,Black or African American,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,5,4,2,5,7,6,6,12,100,573,1,2022-11-30T18:09:10Z,4,3,4,4,6,4,4,7,5,6,6,6,6,1,4,2,4,5,Draw an object with a smaller mass,More than before,A,A,Dropped from point B,The blue box ,Attach a weight to the springboard and then release,B,B,A,Attach a light weight on point B,The ball in picture B,A will be launched higher than B,B will be faster than A,Position 3,The blue cart,the least at C,Increase the mass of weight B,The second dive bent the board less than the first dive,C2192,4,2,NA,2,3,3,2,2,6,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,3,2,5,81,7,14,20,24,7,9,14,100,609,1,2022-12-02T18:08:37Z,4,4,4,6,5,5,4,5,6,4,3,5,5,2,3,4,4,5,Not enough information,All would work,NA,B,B,Attach a heavy weight on point B,Replace 4 kg with 8 kg and move it to point A,Lynn, Equal to 1 m,B,Moving the object won't make a difference, more,C2192,4,2,4,2,3,2,2,3,5,0,0,0,1,0,1,0,1,0,1,0,0,5,3,8,78,8,15,20,17,9,9,18
E2215,275ed1,275ed2,POT,ECT,E,FALSE,FALSE,FALSE,100,840,1,2022-11-28T17:55:16Z,13,Female,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Never,Yes,Draw an object with a larger mass,The same as before,A,Neither of them,Dropped from point C,The red box ,None of the above,C,No difference,B,Make the blue stick longer,B,C,Attach a heavy weight on point A,The ball in picture A,B will be launched higher than A,B will be faster than A,Somewhere between Position 2 and Position 3,The blue cart,the least at A,Increase the mass of weight B,The first dive bent the board less than the second dive, Replace 4 kg with 8 kg and move it to point B,Lynn,Less than 1 m,A,By making the object heavier, less,10,Female,Black or African American,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,2,4,1,4,3,8,6,5,11,100,434,1,2022-12-02T18:06:00Z,4,4,4,4,4,4,4,4,4,4,7,4,7,4,4,1,4,4,Draw an object with a smaller mass,More than before,No difference,B,Dropped from point B,The blue box ,Attach a weight to the springboard ,B,Both will reach the same height,All would work,Attach a light weight on point A,The balls will move at the same speed,B will be launched higher than A,A will be faster than B,Somewhere between Position 2 and Position 3,Both will have the same speed,the least at B,Decrease the mass of the ball,The first dive bent the board less than the second dive,NA,5,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,4,5,75,8,12,16,22,9,8,0,100,284,1,2022-11-30T18:07:30Z,6,2,7,4,7,6,4,6,7,4,7,4,7,4,1,6,3,4,No difference,B,NA,Both will reach the same height,C,Attach a heavy weight on point B, Replace 4 kg with 8 kg and move it to point B,Tom, Greater than 1 m,B,By moving the object farther from the tree trunk,  the same,NA,4,1,1,3,4,4,4,5,3,0,0,0,0,0,1,1,0,0,1,0,0,4,3,7,89,8,18,23,22,11,7,22
